substantial	sqb'stxnSl	большой; значительный; прочный		
substantially	sqb'stxnSqlI	значительно; в основном; по существу		
substantiate	sqb'stxnSIeIt	обосновывать	to substantiate a statement/a claim	обосновывать утверждение/требование
substitute	'sAbstItju:t	замена; заменитель; заменять		
substitution	.sAbstI'tju:Sn	замена		
subtitles	'sAb.taItlz	субтитры	a French film with English subtitles	французский фильм с английскими субтитрами
subtle	'sAtl	тонкий; едва уловимый; тонкий; умный; проницательный		
subtlety	'sAtltI	тонкость; искусность		
subtract	sqb'trxkt	вычитать	if you subtract 4 from 12, you get 8	если вычесть четыре из двенадцати, получится восемь
subtraction	sqb'trxkSn	вычитание		
subtropical	.sAb'trPpIkl	субтропический	subtropical vegetation	субтропическая растительность
suburb	'sAbx:b	окраина		жить на окраине; лондонская окраина; парижские окраины
suburban	sq'bx:bqn	пригородный		
subversive	sqb'vx:sIv	подрывной; разрушительный		
subway	'sAbweI	подземный переход; метро	to travel by subway; a subway station	ездить на метро; станция метро
succeed	sqk'si:d	добиться успеха; удаваться; заканчиваться успешно; быть преемником; сменять; следовать		
success	sqk'ses	успех		
successful	sqk'sesfǔl	успешный; преуспевающий		
succession	sqk'seSn	последовательность; ряд		
successive	sqk'sesIv	следующий один за другим	on two successive days; several successive attempts	два дня подряд; несколько следующих одна за другой попыток
successor	sqk'sesq	преемник		
succint	sqk'sINkt	сжатый; краткий	a succint explanation/account of; a succint style	
succulent	'sAkjǔlqnt	сочный	a succulent steak; a succulent mango	сочный бифштекс; сочный плод манго
succumb	sq'kAm	поддаться; уступить		
such	sAtS	такой; подобный; такой; таковой		
suchlike	'sAtSlaIk		tennis, cricket and suchlike summer sports	теннис, крикет и подобные им летние виды спорта
suck	sAk	сосать		
suckle	'sAkl	кормить грудью; давать вымя; сосать		
suction	'sAkSn	всасывание		грязь и пыль всасываются в пылесос; всасывающий насос
sudden	'sAdn	неожиданный; внезапный		
sue	su:	предъявлять иск	to sue  for libel/breach of contract	предъявлять кому-л. иск за клевету/нарушение контракта
suede	sweId	замша	suede shoes	замшевые туфли
suffer	'sAfq	испытывать; терпеть; переживать; ухудшаться		
to suffer from		страдать	to suffer from headaches/malnutrition	мучаться головными болями, страдать от недоедания
suffering	'sAfqrIN	страдание		
suffice	sq'faIs	хватать; быть достаточным	her income suffices for her needs; suffice it to say (that)	
sufficient	sq'fISnt	достаточный		
suffix	'sAfIks	суффикс	a verbal suffix	глагольный суффикс
suffocate	'sAfqkeIt	задыхаться; удушать		
sugar	'Sǔgq	сахар; класть сахар; подслащивать		
suggest	sq'dZest	предлагать; предполагать; говорить; означать		
suggestion	sq'dZestSqn	предложение; знак; намёк		
suggestive	sq'dZestIv		suggestive remarks	двусмысленные замечания
suicidal	sǔI'saIdl	склонный к самоубийству		
suicide	'sǔIsaId	самоубийство		
suit	su:t	костюм; иск; судебное дело; масть; подходить; устраивать; идти; быть к лицу; подходить; соответствовать		
suitable	'su:tqbl	подходящий		
suitcase	'su:tkeIs	чемодан	to pack a suitcase; to label one's suitcase	упаковывать чемодан; пометить свой чемодан
suite	swi:t	номер люкс; набор мебели		
sulk	sAlk	дуться		
sulky	'sAlkI	надутый	a sulky frown; in sulky silence; to be sulky	надутый, недовольный вид; в мрачном молчании; дуться
sullen	'sAlqn	угрюмый; мрачный	to look at  with sullen hatred	посмотреть на кого-л. с мрачной ненавистью
sulphur	'sAlfq	сера		
sultry	'sAltrI	знойный	sultry weather; a sultry woman	знойная погода; знойная женщина
sum	sAm	сумма; сумма		
sum total	.sAm'tqǔtl	сумма; итог		
summarize	'sAmqraIz	подводить итоги; резюмировать		
summary	'sAmqrI	краткое изложение; резюме		
summer	'sAmq	лето		
summer school	'sAmqsku:l	дополнительные лекции и занятия в университете в период летних каникул		
summertime	'sAmqtaIm	летнее время; летняя пора		
summit	'sAmIt	вершина; переговоры; совещание на высшем уровне	to reach the summit of a mountain; a summit meeting	достичь вершины горы; встреча в верхах
summon	'sAmqn	вызывать		
to summon up			to summon up one's courage/enough energy	собраться с духом/силами
summons	'sAmqnz	вызов	to service a summons on	вызывать кого-л. повесткой в суд
sumptuous	'sAmptSǔqs	роскошный; дорогостоящий	sumptuous furnishings; a sumptuous banquet	дорогая мебель; роскошный банкет
sun	sAn	солнце; загорать		
sunbaked	'sAnbeIkt	выжженный солнцем	the sunbaked earth	выжженная земля
sunbathe	'sAnbeID	загорать	to sunbathe on a beach	загорать на пляже
sunburn	'sAnbx:n	солнечный ожог		
sunburnt	'sAnbx:nt	обгоревший на солнце; загоревший	his neck was badly sunburnt; she was beatifully sunburnt	у него сильно обгорела шея; у неё был очень красивый загар
sundae	'sAndeI	сливочное мороженое с фруктами; сиропом; орехами		
Sunday	'sAndI	воскресенье		
sundown	'sAndaǔn	закат; заход солнца		
sunflower	'sAn.flaǔq	подсолнечник	sunflower oil/seeds	подсолнечное масло, семечки подсолнуха
sung	sAN	sing		
sunglasses	'sAnglã:sIz	солнцезащитные очки		
sunk	sANk	sink II		
sunken	'sANkqn	затонувший; запавший; впалый		
sunlight	'sAnlaIt	солнечный свет		
sunny	'sAnI	солнечный; полный солнечного света	a sunny room/day; a sunny smile	солнечная комната, -ый день; радужная улыбка
sunrise	'sAnraIz	восход	at sunrise; to watch the sunrise	на восходе; наблюдать восход солнца
sunroof	'sAnru:f	плоская крыша здания; где можно сидеть на солнце; крыша автомобиля с люком		
sunset	'sAnset	закат; заход солнца	at sunset; you get beautiful sunsets in the tropics	на закате; в тропиках прекрасные закаты
sunshine	'sAnSaIn	солнечный свет	bright/dazzling/warm sunshine; to sit enjoying the sunshine	
sunstroke	'sAnstrqǔk	солнечный удар	to have/to get a sunstroke	получить солнечный удар
suntan	'sAntxn	загар	to have a suntan; to get a suntan	быть загоревшим; загореть
super	'su:pq	потрясающий; классный	what a super idea!; I've got a super secretary!	потрясающая идея!; у меня секретарь просто класс!
super-	.su:pq-	сверх-; над-; пере-	supernatural; to supervise	сверхъестественный; надзирать
superb	su:'px:b	превосходный	a superb performance; the children's library is superb	превосходное исполнение; детская библиотека превосходна
supercilious	.su:pq'sIlIqs	надменный	a supercilious smile/manner	надменная улыбка/манера поведения
superficial	.su:pq'fISl	поверхностный		
superfluous	su:'px:flǔqs	более чем достаточный; излишний		
superhuman	.su:pq'hju:mqn	нечеловеческий	to make a superhuman effort to do	прилагать нечеловеческие усилия сделать что-л.
superimpose	.su:pqrIm'pqǔz	накладывать	two photos were superimposed on one another	два снимка были наложены один на другой
superintendent	.su:pqrIn'tendqnt	управляющий; старший офицер полиции		
superior	su:'pIqrIq	старший по должности; начальник; старший по должности; превосходящий; превосходный		
superiority	su:.pIqrI'PrqtI	превосходство	smb's superiority over other people	чьё-л. превосходство над другими людьми
superlative	su:'px:lqtIv		the superlative form of an adjective	превосходная степень прилагательного
superman	'su:pqmxn	супермен; сверхчеловек		
supermarket	'su:pqmã:kIt	большой магазин самообслуживания; супермаркет		
supernatural	.su:pq'nxtSrql	сверхъестественный	supernatural powers/forces	сверхъестественные свойства/силы
superpower	'su:pq.paǔq	сверхдержава	the USA is a superpower	США - супердержава
supersede	.su:pq'si:d	вытеснять; сменять	steam locomotives were superseded by diesel locomotives	паровозы были вытеснены дизельными локомотивами
supersonic	.su:pq'sPnIk	сверхзвуковой	a supersonic aircraft/flight; supersonic travel	
superstar	'su:pqstã:	суперзвезда		
superstition	.su:pq'stISn	суеверие	it's a common superstition that	широко распространено суеверие, что
superstitious	.su:pq'stISqs	суеверный: a superstitious man with an exaggerated fear of the dark суеверный человек с неестественной боязнью темноты		
supervise	'su:pqvaIz	контролировать; следить; руководить		
supervision	.su:pq'vIZn	контроль; наблюдение	under smb's (strict) supervision	под чьим-л.  контролем
supper	'sApq	ужин	at/during supper; we had fish for supper	за ужином, во время ужина; у нас на ужин была рыба
supple	'sApl	гибкий	to keep oneself/one's fingers supple	сохранять гибкость/гибкость пальцев
supplement	'sAplIment	дополнение; добавление; приложение; добавлять		
supplementary	.sAplI'mentqrI	дополнительный		добавка к пенсии; дополнительная информация, -ые указания
supplies	sq'plaIz	припасы; провиант	the army began to run short of supplies	у армии кончался провиант
supply	sq'plaI	запас; снабжение; поставка; снабжать; обеспечивать		
support	sq'pO:t	поддержка; помощь; финансовая поддержка; опора; поддерживать; поддерживать; содержать; служить опорой; поддерживать		
supporter	sq'pO:tq	сторонник		
supporting	sq'pO:tIN		a supporting wall; a supporting role/part	несущая стена; второстепенная роль
supportive	sq'pO:tIv	готовый прийти на помощь; поддержать	after her mother's death everyone was very supportive	после смерти матери все очень старались её поддержать
suppose	sq'pqǔz	полагать; предполагать; предположим; допустим		
supposed	sq'pqǔzd	предполагаемый	smb's supposed wealth; supposed experts	чьё-л. предполагаемое богатство; мнимые эксперты
supposing	sq'pqǔzIN			
supposition	.sApq'zISn	предположение		
suppress	sq'pres	подавлять; подавлять; скрывать; замалчивать; утаивать		
supremacy	sǔ'premqsI	превосходство	naval/political supremacy; to challenge smb's supremacy	
supreme	sǔ'pri:m	верховный; высочайший		
sure	SO:	уверенный; несомненный; обязательный; точно; наверняка		
surely	'SO:lI	надеюсь; полагаю		
surf	sx:f	прибой; скользить на специальной доске по гребням волн; заниматься сёрфингом		
surface	'sx:fIs	поверхность; всплывать на поверхность; покрывать поверхность		
surfboard	'sx:fbO:d	сёрфер; доска для скольжения по гребням волн		
surfing	'sx:fIN	сёрфинг		
surge	sx:dZ	хлынуть		
surgeon	'sx:dZqn	хирург		
surgery	'sx:dZqrI	хирургическое вмешательство; операция; кабинет или приёмная врача с аптекой		
surgical	'sx:dZIkl	хирургический; лечебный	surgical instruments; a surgical mask; surgical stockings	
surly	'sx:lI	сердитый; надутый; недовольный	a surly look; his voice was surly; she's always so surly	
surmise	sx:'maIz	предполагать	for reasons which could only be surmised he opposed the idea	
surmount	sx:'maǔnt	преодолевать	to surmount an obstacle/difficulties	преодолеть препятствие/трудности
surname	'sx:neIm	фамилия		
surpass	sq'pã:s	превосходить	to surpass all/smb's expectations; to surpass  in beauty	
surplus	'sx:plqs	избыток; излишек		
surprise	sq'praIz	удивление; неожиданность; сюрприз; удивлять; заставать врасплох		
surprising	sq'praIzIN	удивительный; неожиданный		
surrealistic	sq.rIq'lIstIk	сюрреалистический	a surrealistic painting	сюрреалистическая картина
surrender	sq'rendq	сдаваться; отказываться; уступать		
surreptitious	.sArqp'tISqs	тайный		
surrogate	'sArqgeIt		a surrogate mother	
surround	sq'raǔnd	окружать; окружать		
surroundings	sq'raǔndINz	окрестности; окружение		
surveillance	sx:'veIlqns	наблюдение		
survey	'sx:veI	опрос; обзор; обозрение; наблюдение; осмотр дома		
survival	sq'vaIvl	выживание; пережиток		
survive	sq'vaIv	остаться в живых; выжить; уцелеть; пережить		
survivor	sq'vaIvq	оставшийся в живых	survivors from/of a plane crash	оставшиеся в живых после авиакатастрофы
susceptible	sq'septqbl	восприимчивый		
suspect	sq'spekt	подозреваемый; предполагать; подозревать; подозревать; сомневаться		
suspend	sq'spend	подвешивать; приостанавливать; прекращать; отстранять; не допускать		
suspender	sq'spendq	подвязка		
suspender belt	sq'spendqbelt	женский пояс с подвязками		
suspenders	sq'spendqz	подтяжки		
suspense	sq'spens	состояние тревожного или приятного ожидания		
suspension	sq'spenSn	приостановление; отстранение; подвеска		
suspicion	sq'spISn	подозрение		
suspicious	sq'spISqs	подозрительный		
sustain	sq'steIn	поддерживать; понести потери; пострадать		
sustained	sq'steInd	непрерывный; длительный		
swab	swPb	тампон		
swagger	'swxgq	расхаживать с важным видом	he was swaggering in front of the audience	он важно расхаживал перед своими слушателями
swallow	'swPlqǔ	ласточка; глотать; проглатывать		
to swallow one's words		брать свои слова обратно		
to swallow up		поглощать		
swam	swxm	swim 2.		
swamp	swPmp	болото; топь; затоплять; заливать		
swan	swPn	лебедь		
swap	swPp	менять; обменивать		
swarm	swO:m	рой; толпа; роиться; стоять или двигаться толпой		
to swarm with		кишеть	the place was swarming with security men	там всюду кишели агенты службы безопасности
swarthy	'swO:DI	смуглый	a swarthy face	смуглое лицо
swat	swPt	прихлопнуть	to swat flies	бить мух
sway	sweI	качать; влиять		
swear	sweq	ругать; клясться		
to swear in		приводить к присяге	to swear in a witness/a new president	приводить к присяге свидетеля/нового президента
to swear to		брать клятву	to swear  to silence; sworn to secrecy	
swearword	'sweqwx:d	ругательство	a common swearword	распространённое ругательство
sweat	swet	пот; потеть		
sweater	'swetq	свитер	a woolen/knitted sweater	шерстяной/вязаный свитер
sweatshirt	'swetSx:t	толстый хлопчатобумажный свитер с длинными рукавами		
sweaty	'swetI	потный		
Swede	swi:d	швед; шведка		
Swedish	'swi:dIS	шведский язык; шведский		
sweep	swi:p	подметание; взмах; мести; подметать; сметать; уносить; мчаться; проноситься; простираться		
sweeper	'swi:pq		a road sweeper	подметальщик улиц или подметальная машина
sweeping	'swi:pIN	с большим охватом; поспешный; огульный		
sweet	swi:t	конфеты; десерт; сладкое; сладкий; приятный; милый		
sweeten	'swi:tn	подслащивать	tea sweetened with honey	чай, подслащённый мёдом
sweetener	'swi:tnq	заменитель сахара	artificial sweeteners	искусственные заменители сахара
sweetheart	'swi:thã:t	возлюбленный; дорогой; дорогая	smb's childhood sweetheart; don't cry, sweetheart	чей-л. возлюбленный с детских лет; не плачь, милая
swell	swel	волна; волнение; нарастающий звук; распухать; увеличивать; разрастаться; надувать; наполнять		
swelling	'swelIN	припухлость; опухоль	a nasty swelling on smb's arm	большая опухоль на руке
swept	swept	sweep 2.		
swerve	swx:v	сворачивать в сторону; отклоняться		
swift	swIft	быстрый; стремительный		
swim	swIm	плавание; плавать; плыть		
swimmer	'swImq	пловец	he's a strong swimmer	он хорошо плавает
swimming	'swImIN	плавание	to take up swimming; swimming bath(s); swimming trunks	заняться плаванием,; закрытый плавательный бассейн; плавки
swimsuit	'swImsu:t	купальный костюм	a tight-fitting swimsuit	плотно облегающий купальник
swindle	'swIndl	жульничать; надувать	to swindle  out of his money	обманом взять у кого-л. деньги
swine	swaIn			
swing	swIN	качание; размах; замах; качели; резкая перемена; качать; поворачивать; резко изменять направление; размахивать; замахиваться		
swipe	swaIp	ударять; стянуть; стащить	to swipe at a ball; who's swiped my apple?	сильно ударить по мячу; кто стащил моё яблоко?
swirl	swx:l	кружиться		
Swiss	swIs	швейцарский		
swiss roll	.swIs 'rqǔl	рулет с джемом или кремом		
switch	swItS	выключатель; переключатель; перемена; прутик; менять		
to switch off		выключать радио		
to switch off automatically		выключаться автоматически		
to switch on		включать		
switchboard	'swItSbO:d	коммутатор		
swivel	'swIvl		to swivel round in one's chair	повернуться на вращающемся стуле
swollen	'swqǔlqn	swell 2.; распухший; вздувшийся	fingers swollen with arthritis; a swollen river	пальцы, распухшие от артрита; вздувшаяся  река
swoop	swu:p	устремляться; бросаться вниз		
swop	swPp			
sword	sO:d	меч; шпага	to draw one's sword; to cross swords with	вытащить шпагу; скрестить с кем-л. шпаги
swore	swO:	swear		
sworn	swO:n	swear	sworn enemies	заклятые враги
swum	swAm	swim 2.		
swung	swAN	swing 2.		
sycamore	'sIkqmO:	явор		
syllabi	'sIlqbaI	syllabus		
syllable	'sIlqbl	слог		
syllabus	'sIlqbqs			
symbol	'sImbl	символ; эмблема; знак; обозначение		
symbolic	sIm'bPlIk	символический	symbolic significance; to be symbolic of	символическое значение; символизировать что-л.
symbolical	sIm'bPlIkl	символический	symbolical significance; to be symbolical of	символическое значение; символизировать что-л.
symbolize	'sImbqlaIz	символизировать; обозначать		
symmetrical	sI'metrIkl	симметричный	symmetrical to/with; symmetrical design	симметричный чему-л.; симметричный дизайн
sympathetic	.sImpq'TetIk	сочувствующий; благожелательный; приятный		
sympathize	'sImpqTaIz	сочувствовать; относиться с пониманием; одобрять		
sympathy	'sImpqTI	сочувствие; понимание; поддержка		
symphony	'sImfqnI	симфония	to compose/to write a symphony; a symphony orchestra	сочинять/писать симфонию; симфонический оркестр
symptom	'sImptqm	симптом; признак		
synagogue	'sInqgPg	синагога		
synchronize	'sINkrqnaIz	синхронизировать; совпадать по времени		
syndicate	'sIndIkqt	синдикат		
syndrome	'sIndrqǔm	синдром	acquired immune deficit syndrome	синдром приобретённого иммунодефицита
synonym	'sInqnIm	синоним		
synonymous	sI'nPnImqs	синонимичный: "sad" is synonymous with "unhappy" слово sad - синоним слова unhappy		
synopses	sI'nPpsi:z	synopsis		
synopsis	sI'nPpsIs	краткое содержание	the synopsis of a film/a play	краткое содержание фильма/пьесы
syntax	'sIntxks	синтаксис		
syntheses	'sInTqsi:z	synthesis		
synthesis	'sInTqsIs	синтез; соединение		синтез резины из нефти; синтез идеологии и философии
synthesize	'sInTqsaIz	синтезировать	to synthesize a substance	синтезировать какое-л. вещество
synthetic	sIn'TetIk	синтетический	synthetic fibres; synthetic rubber	синтетические волокна; синтетический каучук
syphilis	'sIfIlIs	сифилис	to catch/to develop syphilis	заразиться/заболеть сифилисом
syringe	sI'rIndZ	шприц	a disposable/sterile syringe	одноразовый/стерильный шприц
syrup	'sIrqp	сироп	tinned pears in syrup	консервированные груши в сиропе
system	'sIstqm	система		
systematic	.sIstq'mxtIk	систематический; систематичный	to develop in a systematic way; she's a systematic worker	
systematize	'sIstqmqtaIz	систематизировать		
T	ti:			
T-shirt	'ti:Sx:t	майка		
tab	txb	вешалка; нашивка; метка		
tabby	'txbI		a tabby cat	полосатая кошка
table	'teIbl	стол; таблица; выносить; ставить на обсуждение		
tableau	'txblqǔ			
tableaux	'txblqǔz	tableau		
tablecloth	'teIblklPT	скатерть	a round/oblong tablecloth	скатерть для круглого/продолговатого стола
tablemat	'teIblmxt	подставка под горячие блюда		
tablespoon	'teIblspu:n	столовая ложка		
tablespoonful	'teIbl.spu:nfǔl		two tablespoonfuls of sugar	две столовые ложки сахара
tablet	'txblIt	таблетка; плита		
tableware	'teIblweq	посуда; вилки; ложки		
tabloid	'txblOId	малоформатная газета с большим количеством иллюстраций	the tabloid press	жёлтая пресса
taboo	tq'bu:	табу; запрет		
tabulate	'txbjǔleIt	сводить в таблицу; представлять в виде таблицы	to tabulate facts/figures/results	представлять факты/цифры/результаты в виде таблицы
tacit	'txsIt	не выраженный словами; подразумевающийся	tacit consent, a tacit agreement/understanding	молчаливое согласие
taciturn	'txsItx:n	молчаливый; неразговорчивый	a gloomy taciturn man	угрюмый неразговорчивый человек
tack	txk	гвоздик; галс; путь; курс; прибивать; прикреплять кнопками; поворачивать на другой галс; лавировать; примётывать; смётывать		
to tack on		добавлять в спешке	they've tacked on a couple of new clauses to the contract	они поспешно внесли ещё два пункта в контракт
tackle	'txkl	захват; блокировка; снаряжение; принадлежности; решать; заниматься; блокировать; переговорить; пытаться убедить		
tacky	'txkI	липкий		
tact	txkt	такт; тактичность		
tactful	'txktfǔl	тактичный		
tactic	'txktIk	тактика		
tactical	'txktIkl	тактический		
tactile	'txktaIl	осязательный	the tactile organs; tactile sensations	органы осязания; осязательные ощущения
tactless	'txktlqs	бестактный; нетактичный	a tactless remark; it was tactless of him to speak like that	
Tadjik	tã:'dZi:k	таджик; таджичка; таджикский		
tadpole	'txdpqǔl	головастик	tadpoles grow into frogs	из головастиков вырастают лягушки
tag	txg	бирка; этикетка; цитата; изречение		
tail	teIl	хвост; что-л. напоминающее хвост; оконечность; преследовать		
to tail along			to tail along after /behind	плестись за кем-л./в хвосте
to tail off		утихать; замолкать		
tailor	'teIlq	портной; шить на заказ		
tailor-made	'teIlqmeId	сделанный на заказ		
tails	teIlz	обратная сторона монеты; фрак	heads or tails?	орёл или решка?
taint	teInt	пятно; налёт		
tainted	'teIntId	испорченный; подпорченный		
take	teIk	брать; взять; брать; присваивать; захватывать; завоёвывать; брать; получать в своё распоряжение; принимать; соглашаться		
to take after			to take after one's mother	быть внешне или поведением похожим на свою мать
to take apart		разбирать	to take a watch apart	разбирать часы
to take away		вычитать	to take 3 away from 5	вычесть три из пяти
to take back		возвращать		возвращать книги в библиотеку; брать свои слова обратно
to take down		сносить; разрушать; записывать		
to take in		предоставлять жильё; брать жильцов; включать		
to take off		снимать; взлетать; отправляться; уезжать; брать выходной		
to take on		брать; взять; принимать; вступать в борьбу		
to take over		принимать на себя руководство		
to take up		начинать делать; продолжать; занимать; рассматривать; заниматься		
to take upon			to take it upon oneself to do	взять на себя обязанность сделать что-л.
takeaway	'teIkq.weI	ресторан; отпускающий готовые блюда на дом; отпускаемый на дом	let's get a takeaway	давай купим готовый обед
taken	'teIkqn	take		
takeoff	'teIkPf	взлёт		
takeover	'teIk.qǔvq	взятие под контроль; захват власти	smb's takeover of a firm; a military takeover	
takings	'teIkINz	сбор; выручка		
talc	txlk	тальк		
talcum powder	'txlkqm.paǔdq	ароматизированный тальк для подсушивания или дезодорирования кожи		
tale	teIl	рассказ; история		
talent	'txlqnt	талант; одарённость		
talented	'txlqntId	талантливый; одарённый	a young and talented actor; to be talented at	
talk	tO:k	разговор; беседа; лекция; доклад; пустые разговоры; слухи; говорить; обсуждать; сплетничать; обсуждать		
to talk back		дерзить; возражать		
to talk down to		разговаривать свысока		
to talk into			to talk  into doing	уговорить кого-л. сделать что-л.
to talk out of			to talk  out of doing	отговорить кого-л. делать что-л.
to talk over		обсуждать	why don't you talk it over with your father?	почему бы тебе не обсудить это с отцом?
talk show	'tO:kSqǔ			
talkative	'tO:kqtIv	говорливый; разговорчивый		после третьей рюмки она оживилась и очень разговорилась
talker	'tO:kq	разговорчивый человек; болтун		
talks	tO:ks	переговоры		
tall	tO:l	высокий		
tally	'txlI	учёт; счёт		
tambourine	.txmbq'ri:n	бубен; тамбурин	to play (on) the tambourine	играть на бубне
tame	teIm	приручать; укрощать; ручной; приручённый		
tamer	'teImq	дрессировщик; укротитель		
tamper	'txmpq			
tampon	'txmpPn	тампон	to insert a tampon	вставлять тампон
tan	txn	светло-коричневый цвет; загар; дубить; загорать		
tandem	'txndqm	тандем; велосипед для двоих	to do  in tandem	делать что-л. вдвоём
tang	txN	резкий привкус или запах		солёный морской воздух; горький привкус сока грейпфрута
tangent	'txndZqnt	касательная; тангенс	to go off at/on a tangent	перескочить на другую тему
tangerine	.txndZq'ri:n	мандарин		
tangible	'txndZqbl	ощутимый; явный; реальный	tangible benefits/results; tangible proof of smb's guilt	
tangle	'txNgl	сплетение; спутанный клубок; спутывать; запутывать		
tango	'txNgqǔ	танго	to dance/to do the tango	танцевать танго
tank	txNk	бак; цистерна; танк		
tanker	'txNkq	танкер; автоцистерна; самолёт-автозаправщик	an oil tanker; a tanker lorry	нефтяной танкер; автоцистерна
tanned	txnd	загорелый; дублёный		
tantalize	'txntqlaIz	дразнить; мучить		дразнящий запах пищи; часы томительного ожидания
tantamount	'txntqmaǔnt	равносильный	that is tantamount to murder/to admitting one's guilt	это равносильно убийству/признанию своей вины
tantrum	'txntrqm	истерика	to throw a tantrum; to fly into a tantrum	закатывать истерику; впадать в истерику
tap	txp	кран; извлекать; разрабатывать; подслушивать; надрезать; вытягивать; выуживать; постукивать		
tap dance	'txpdã:ns	чечётка		
tape	teIp	лента; магнитная плёнка; кассета или видеокассета; финишная ленточка; записывать на плёнку; приклеивать; заклеивать		
tape measure	'teIp.meZq	сантиметр; рулетка		
tape recorder	'teIprIkO:dq	магнитофон		
tape recording	'teIprI.kO:dIN	магнитофонная запись	to make a tape recording; to play back a tape recording	записывать на магнитофон; прослушивать запись
taper	'teIpq	тонкая свеча; суживаться	to taper to a point; long tapering fingers	заостряться к концу; длинные тонкие пальцы
tapestry	'txpIstrI	гобелен		стены зала были увешаны гобеленами; ткать гобелен
tar	tã:	дёготь; гудрон; смола		
target	'tã:gIt	мишень; цель; цель; задача; нацеливать; предназначать; нацеливать		
tariff	'txrIf	пошлина; тариф; расценка; прейскурант		
tarmac	'tã:mxk	гудрон	a tarmac road	гудронированная дорога
tarnish	'tã:nIS	лишать блеска; тускнеть		
tarpaulin	tã:'pO:lIn	брезент	to spread a tarpaulin; a (sheet of) tarpaulin	натягивать брезент; брезентовое покрытие
tart	tã:t	открытый пирог с фруктами или вареньем; девица; женщина лёгкого поведения	an apple tart; jam tarts	яблочный пирог; пирожки с джемом
tartan	'tã:tqn	шерстяная клетчатая ткань; шотландка	a tartan skirt/kilt	юбка/килт из шотландки
Tartar	'tã:tq	татарин; татарка; злобный человек		
tartar	'tã:tq	винный камень; зубные камни	a buildup of tartar	образование камней на зубах
tartar sauce	.tã:tq'sO:s	соус тартар		
task	tã:sk	задание; задача; дело		
tassel	'txsl	кисточка	tassels on a banner/curtains	кисти на знамени/шторах
taste	teIst	вкус; привкус; вкус; вкус; склонность; влечение; пробовать; различать на вкус; иметь вкус или привкус		
tasteless	'teIstlqs	безвкусный; невкусный; безвкусный		
tasty	'teIstI	вкусный	a tasty meal; a tasty dish	вкусный обед, ужин; вкусное блюдо
tattered	'txtqd	изорванный; истрёпанный		
tatters	'txtqz	лохмотья	her clothes were in tatters; his reputation is in tatters	
tattoo	tq'tu:	татуировка; наносить татуировку; татуировать		
tatty	'txtI	неопрятный; грязный	tatty clothes; tatty old chairs	неопрятная одежда; старые замызганные стулья
taught	tO:t	teach		
taunt	tO:nt	дразнить	to taunt  with; children taunted him for being fat	
tax	txks	налог; облагать налогом		
tax-free	.txks'fri:	необлагаемый налогом	these goods/services are tax-free	эти товары/услуги не облагаются налогом
taxable	'txksqbl	подлежащий налогообложению	taxable income/profit	облагаемый налогом доход, -ая налогом прибыль
taxation	txk'seISn	налогообложение; размер; сумма налога		
taxi	'txksI	такси; выруливать на взлётную полосу		
taxpayer	'txks.peIq	налогоплательщик		
TB	.ti:'bi:			
tea	ti:	чай; чаепитие		
tea strainer	'ti:.streInq	чайное ситечко		
tea towel	'ti:.taǔql	посудное полотенце		
teach	ti:tS	учить; обучать; преподавать; учить; воспитывать		
teacher	'ti:tSq	учитель; преподаватель		
teaching	'ti:tSIN	обучение; преподавание; учение		
teacup	'ti:kAp	чайная чашка	a storm in a teacup	буря в стакане воды
tealeaf	'ti:li:f	чаинка		
team	ti:m	команда; группа		
teamwork	'ti:mwx:k	взаимодействие; совместные усилия		
teapot	'ti:pPt	заварочный чайник		
tear	teq	слеза; рвать		
to tear apart		разрывать; раздирать		разорвать свёрток; анархия раздирала страну на части
to tear at			the boys tore at the meat like wolves	мальчики набросились на мясо как голодные волки
to tear away			to tear  away from a place/an activity	
to tear down		сносить	to tear down old buildings	сносить старые здания
tear gas	'tIqgxs	слезоточивый газ		
to tear off		срывать	to tear off one's clothes	срывать с себя одежды
to tear up		разрывать	to tear a note up	порвать записку
teardrop	'tIqdrPp	слеза	a teardrop ran down her face	по её щеке скатилась слеза
tearful	'tIqfǔl	плачущий; печальный; почти в слезах		
tearoom	'ti:ru:m	кафе-кондитерская		
tease	ti:z	дразнить		
teaspoon	'ti:spu:n	чайная ложка	six silver teaspoons; two teaspoons of salt	шесть серебряных чайных ложек; две чайные ложки соли
teaspoonful	'ti:spu:nfǔl		add three teaspoonfuls of sugar	добавьте три чайные ложки сахара
teat	ti:t	сосок самки животного; соска на детской бутылочке для кормления		
technical	'teknIkl	технический; специальный; технический; формальный; техничный		
technicality	.teknI'kxlqtI	техническая деталь; сторона дела		
technically	'teknIkqlI	технически; формально		
technician	tek'nISn	техник		
technique	tek'ni:k	техника; мастерство		
technological	.teknq'lPdZIkl	технологический		
technology	tek'nPlqdZI	техника; технология		
teddy	'tedI	плюшевый мишка		
teddy bear	'tedIbeq	плюшевый мишка		
tedious	'ti:dIqs	скучный	a tedious book/party; a tedious speaker; tedious work	скучная книга/вечеринка; скучный оратор; скучная работа
teem	ti:m	изобиловать		
teenage	'ti:neIdZ	находящийся в возрасте от 13 до 19 лет; подростковый		
teenager	'ti:n.eIdZq	подросток	a highly intelligent teenager	очень умный подросток
teens	ti:nz	подростковый возраст	to be in one's teens	быть подростком
